,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Sprint_Speed,Vision,Finishing,Player_Height
1795,4,60,56,79,76,80,76,72,75,80,58,78,46,180
1797,2,80,73,76,83,32,50,85,66,18,78,77,75,171
1798,5,76,57,69,67,79,80,59,49,76,85,67,50,194
1799,3,78,66,80,81,68,68,79,75,64,78,81,61,182
1800,3,66,61,69,70,80,81,63,65,78,66,65,55,187
1801,2,83,82,74,79,38,70,77,76,23,83,76,80,184
1803,2,77,81,76,80,52,72,74,73,45,78,70,79,180
1806,5,72,68,76,73,81,78,72,73,82,74,75,57,180
1807,3,75,74,83,81,59,69,88,83,54,75,86,68,180
1808,3,70,59,66,68,81,81,54,50,76,73,65,49,188
1809,2,88,70,74,83,52,70,84,88,52,88,72,68,175
1810,2,76,73,80,83,30,53,81,81,26,77,81,73,174
1813,3,77,64,75,78,79,81,79,82,76,76,79,62,175
1815,1,70,82,80,81,35,64,70,56,26,72,82,78,190
1817,1,76,79,59,76,42,84,77,69,28,77,66,79,186
1818,1,78,80,75,79,31,68,91,77,22,78,78,82,180
1822,1,79,80,59,77,27,74,78,78,16,80,63,83,185
1823,3,79,74,81,83,51,58,83,76,40,79,81,75,176
1824,5,70,31,58,52,82,75,64,58,81,74,55,27,188
1825,1,79,77,69,79,28,64,78,67,17,80,69,79,181
1828,4,78,53,61,64,78,89,52,55,78,82,56,42,183
1829,3,77,60,76,76,79,77,67,67,77,77,70,55,185
1831,4,86,60,72,81,75,72,82,81,74,86,60,50,171
1832,4,88,62,77,81,77,70,84,78,78,88,75,60,175
1833,3,83,69,79,82,62,60,77,76,48,83,82,64,180
1835,5,61,39,53,64,83,75,59,53,84,66,50,33,190
1836,2,82,73,76,83,26,61,81,75,25,83,83,74,183
1837,4,83,61,77,78,75,74,78,70,75,84,67,50,181
1838,3,53,79,80,77,68,71,67,76,64,53,83,73,176
1839,3,71,71,73,79,73,83,66,59,67,73,77,69,191
1844,5,71,35,70,71,81,78,64,57,81,71,61,29,188
1845,2,83,78,75,82,50,68,87,86,52,83,77,75,175
1847,4,80,64,73,76,76,78,70,64,74,84,59,54,188
1848,1,76,76,83,83,27,61,72,54,24,72,79,78,183
1849,5,66,43,56,57,83,78,41,53,83,66,43,41,188
1850,3,75,71,80,79,61,72,83,87,57,73,80,64,171
1851,4,83,55,73,74,78,78,68,74,77,83,68,44,183
1853,1,84,78,72,81,44,72,84,73,43,83,72,80,181
1854,1,91,77,71,79,38,71,82,68,30,92,66,75,181
1857,5,60,54,57,58,81,86,54,38,81,66,54,51,195
1863,5,60,56,79,76,80,76,72,75,80,58,78,46,180
1864,1,75,74,75,81,60,77,86,81,54,75,76,75,176
1866,4,83,55,73,74,78,78,68,74,78,83,68,44,183
1870,3,33,64,89,76,46,50,44,64,40,30,88,58,177
1873,4,61,56,70,74,81,78,69,66,78,61,66,49,178
1878,4,72,64,65,68,84,74,70,67,85,72,60,55,183
1880,1,86,78,73,81,29,53,88,90,21,86,70,78,175
1881,3,54,67,83,80,72,68,76,74,65,50,82,61,180
1882,4,83,71,72,82,69,74,80,83,66,83,71,70,177
1883,4,80,59,75,79,76,76,79,66,78,83,73,57,181
1885,5,69,52,49,52,80,80,57,43,78,71,44,46,190
1886,3,56,67,67,67,80,85,53,55,77,58,69,60,187
1887,3,50,71,70,73,75,89,49,52,71,50,72,71,194
1889,4,80,69,74,75,76,74,78,76,74,82,66,56,175
1890,5,66,48,55,62,79,82,49,47,78,70,43,44,191
1891,1,60,80,50,67,30,83,53,50,15,65,47,83,194
1892,5,62,42,49,49,78,83,53,60,79,63,44,24,185
1893,2,86,71,72,82,32,61,86,76,25,88,75,68,177
1894,4,82,64,74,75,73,75,74,73,69,79,64,54,177
1895,4,66,69,78,75,78,78,63,58,74,67,76,55,187
1896,2,72,78,77,81,36,68,88,86,20,69,77,77,168
1897,3,73,71,76,77,76,76,77,66,77,73,75,65,183
1900,4,81,59,72,78,75,78,77,83,76,78,63,49,172
1901,1,66,80,59,73,39,81,67,71,25,68,65,80,182
1902,5,70,42,55,52,79,85,65,61,78,73,47,27,187
1903,2,80,74,76,84,32,62,81,79,23,79,78,72,182
1904,3,69,73,74,76,77,89,75,54,72,69,74,65,186
1905,4,77,65,75,76,77,72,76,78,78,77,70,58,175
1906,4,83,59,71,74,76,72,80,80,76,84,57,53,171
1908,5,65,53,63,60,78,82,52,45,76,68,61,38,190
1910,1,74,81,71,78,25,70,73,56,18,74,72,82,186
1911,3,57,38,65,63,78,85,60,58,73,52,70,25,183
1912,1,77,78,71,77,36,77,65,64,33,78,76,79,190
1913,4,80,61,75,75,75,75,71,80,74,81,72,52,178
1914,2,86,76,76,81,30,58,81,78,21,86,73,76,178
1915,4,80,67,74,75,76,79,68,67,75,82,69,70,182
1916,5,74,31,44,60,82,75,72,79,84,75,30,25,183
1917,4,82,67,72,76,76,72,76,83,76,80,65,57,172
1918,5,75,40,56,64,80,77,78,69,80,76,54,37,182
1919,4,80,64,71,73,76,78,68,62,74,84,58,54,188
1921,1,83,80,73,82,35,67,87,87,15,82,79,80,175
1923,5,71,35,67,71,80,77,64,57,80,71,59,29,188
1924,4,81,55,72,72,77,77,67,72,77,81,68,44,183
1925,5,67,50,58,56,79,83,45,52,78,71,57,47,190
1926,4,78,60,74,83,76,66,86,88,78,74,70,57,170
1927,1,73,83,62,72,37,71,68,63,29,75,60,86,186
1930,4,82,51,71,77,76,76,78,75,74,84,65,44,185
1931,2,90,76,71,82,43,67,79,88,41,88,68,74,175
1933,1,81,80,75,76,41,75,77,78,40,82,76,80,181
1934,3,67,80,74,77,66,69,73,69,60,67,76,77,184
1936,2,69,80,81,78,41,56,76,76,32,67,77,74,178
1938,3,71,68,78,84,58,52,85,81,43,67,81,70,175
1939,5,66,34,52,64,81,76,58,53,82,68,40,20,185
1940,4,92,65,75,79,73,71,78,74,74,91,66,59,182
1941,4,88,55,66,76,78,72,83,82,79,85,68,57,172
1943,4,86,58,75,77,75,68,80,82,77,89,70,56,172
1945,3,68,71,76,69,77,83,59,62,71,70,76,66,189
1946,2,75,81,78,76,59,71,73,60,50,76,75,79,191
1947,3,79,75,77,80,73,81,81,75,69,79,76,74,180
1950,2,86,73,76,78,43,61,78,68,46,82,77,75,178
1951,5,65,28,47,55,82,78,51,58,81,68,31,22,193
1952,4,82,66,70,75,75,76,75,77,75,85,64,60,182
1954,2,84,72,78,80,57,76,84,84,53,84,78,67,172
1955,1,85,76,59,76,43,85,74,77,33,87,58,80,187
1957,1,92,76,70,81,34,74,90,78,22,92,71,79,185
1959,2,81,75,76,81,57,72,88,76,47,80,78,74,181
1976,1,88,79,59,63,36,88,70,42,32,90,64,80,186
1979,5,76,40,59,59,80,78,64,63,80,80,50,41,184
1993,3,72,62,77,84,35,53,91,90,32,67,81,68,173
1994,2,88,70,75,83,40,44,92,96,39,84,77,71,164
1997,5,68,71,76,69,77,83,59,62,71,70,76,66,189
1999,4,76,72,70,74,76,80,75,75,74,77,59,59,176
2002,5,56,69,68,69,75,85,68,63,78,52,58,62,189
2003,3,66,75,76,76,67,75,67,67,64,65,77,69,179
2007,3,56,68,82,78,69,68,67,75,64,62,84,54,181
2008,4,75,71,77,81,75,72,77,76,74,74,69,59,172
2009,4,85,52,71,77,74,75,75,75,72,88,64,38,180
2013,3,57,72,82,77,65,63,69,67,54,55,82,69,180
2014,4,78,72,75,76,74,71,74,78,72,78,71,67,179
2015,3,65,74,81,75,62,70,70,59,55,68,81,72,186
2016,4,80,67,70,74,76,82,74,75,78,81,54,57,185
2020,1,86,73,73,81,40,61,87,87,38,87,75,76,176
2022,4,77,68,77,82,75,74,85,85,72,76,76,55,173
2025,3,70,68,71,72,77,82,69,67,75,71,65,65,188
2026,4,64,62,79,72,79,68,73,77,80,66,79,57,174
2028,1,84,75,71,79,44,70,82,72,43,83,71,77,181
2029,4,77,55,77,75,74,71,68,74,77,77,65,43,181
2031,1,62,78,59,71,28,74,62,39,14,66,65,78,191
2032,1,91,75,70,78,32,68,81,68,26,92,66,74,181
2033,5,74,56,52,63,76,88,51,42,73,78,41,45,192
2034,1,80,75,69,78,27,80,75,63,12,83,72,74,184
2035,4,78,70,71,74,76,79,73,65,72,80,63,61,184
2036,2,76,77,75,78,45,76,65,54,37,78,76,76,187
2038,2,85,71,76,79,39,65,86,83,39,82,73,69,178
2039,2,90,74,75,78,56,51,93,92,59,90,76,74,166
2043,3,66,66,84,75,61,67,74,79,55,65,82,61,173
2044,4,84,62,75,83,72,70,85,78,68,84,79,63,176
2046,3,60,65,69,70,78,84,60,58,75,60,64,58,189
2047,2,91,67,71,80,73,75,83,83,73,92,63,53,178
2049,5,77,54,66,67,78,77,61,63,78,78,72,50,190
2051,1,62,81,80,83,34,68,72,72,29,63,83,77,183
2053,4,86,63,69,76,72,84,76,86,69,87,72,56,173
2056,3,57,71,73,66,80,90,48,41,82,60,74,72,192
2058,5,73,33,52,56,78,75,50,53,78,73,32,23,186
2060,4,87,63,72,74,73,78,65,65,74,87,68,53,182
2061,3,69,55,68,71,76,84,64,68,72,69,71,42,185
2062,2,91,68,70,83,33,56,91,92,28,89,76,71,172
2063,3,71,70,80,81,58,68,75,77,52,75,82,62,179
2066,3,72,54,64,67,76,86,60,57,75,76,61,46,187
2068,1,62,81,80,83,34,68,72,72,29,63,83,77,183
2071,3,69,72,77,75,67,77,71,73,61,70,80,70,174
2072,5,64,43,63,64,78,79,62,60,76,64,53,36,191
2075,5,77,56,66,63,78,81,57,53,75,77,61,53,180
2076,4,84,49,67,66,74,64,74,59,72,86,36,52,178
2078,1,87,77,67,76,43,74,78,76,37,87,62,75,174
2079,4,76,41,66,74,78,80,61,61,79,76,55,25,189
2080,1,89,74,63,82,26,73,91,89,24,89,66,79,170
2081,2,81,78,70,79,34,72,77,74,33,79,70,70,185
2084,2,87,72,69,83,34,63,85,89,28,85,75,75,175
2085,2,72,78,74,78,44,74,76,75,39,70,77,79,171
2090,4,78,72,75,76,74,71,74,78,72,78,71,67,179
2109,2,76,71,81,82,48,66,75,77,44,76,81,60,182
2111,5,64,61,67,64,72,92,59,38,72,69,67,50,191
2117,1,72,74,63,72,47,81,61,67,42,74,61,72,183
2118,1,72,74,57,71,27,83,57,47,15,77,62,74,186
2120,3,67,58,70,70,74,84,63,47,68,68,68,48,182
2122,2,77,74,75,75,72,85,70,59,69,78,68,72,187
2123,2,77,73,68,82,36,72,76,66,26,78,66,75,191
2124,3,64,61,66,68,78,82,71,57,76,64,62,54,183
2125,1,90,77,60,75,29,70,78,71,22,92,56,82,180
2126,3,74,65,61,69,77,88,65,58,70,77,63,65,189
2127,1,83,75,56,68,42,78,74,66,42,85,60,77,185
2128,2,87,71,69,77,35,71,78,71,29,86,70,69,183
2129,3,63,56,81,74,69,71,68,62,62,62,82,46,185
2133,4,75,47,63,67,78,83,50,50,77,78,54,27,188
2135,2,86,68,73,80,49,68,89,83,46,86,71,66,177
2136,1,89,76,62,72,29,78,78,75,22,89,67,80,180
2137,1,82,74,64,77,35,71,77,79,33,82,68,77,178
2139,5,66,45,61,57,76,85,57,52,75,69,42,21,189
2143,5,79,33,53,60,77,83,68,58,75,79,34,20,185
2144,1,84,77,73,78,34,64,80,75,25,82,75,78,182
2146,1,89,77,68,82,25,54,82,72,18,87,73,78,180
2147,4,86,49,70,74,72,69,88,89,72,84,60,27,170
2150,3,88,72,74,75,54,72,81,77,37,89,79,69,170
2151,1,76,75,55,72,35,76,64,51,35,78,70,79,190
2152,4,79,62,78,78,72,75,74,85,72,81,77,54,170
2153,4,89,60,68,76,72,81,75,73,70,91,68,54,186
2155,3,76,60,68,72,73,83,73,55,65,78,69,54,185
2156,1,80,73,61,73,41,84,66,72,28,84,62,69,185
2157,2,74,70,77,84,28,43,90,90,18,72,77,64,169
2158,1,82,75,64,75,40,68,77,77,39,82,60,78,186
2159,4,86,48,72,77,71,72,78,78,68,86,69,37,176
2161,2,85,74,72,78,61,75,79,77,60,85,69,74,180
2162,1,83,76,68,74,25,70,83,69,17,83,73,79,179
2163,5,73,41,56,63,79,70,69,69,80,77,33,44,183
2164,1,84,78,59,60,36,88,67,40,32,86,64,79,186
2165,4,91,62,71,77,72,72,83,68,73,91,66,59,181
2169,4,74,51,63,65,79,75,79,74,80,74,58,37,180
2170,3,85,74,72,78,61,75,79,77,60,85,69,74,180
2175,4,79,69,79,78,69,65,81,77,67,77,76,65,175
2176,5,76,49,69,67,78,76,67,63,76,76,54,41,180
2178,4,79,67,70,74,73,72,78,76,71,79,71,66,176
2179,2,81,66,73,83,42,45,85,84,36,74,70,62,179
2180,4,82,49,72,75,71,71,78,75,69,85,55,38,178
2181,3,74,54,74,76,75,79,68,66,76,79,77,43,191
2184,5,79,42,67,71,77,74,74,66,78,79,54,28,183
2185,3,80,68,73,77,73,68,78,79,70,80,63,60,182
2197,3,69,60,71,75,73,81,74,50,69,69,72,48,188
2199,4,75,36,65,72,76,75,60,60,77,75,55,22,189
2200,3,68,69,74,72,72,81,65,62,68,68,72,60,186
2201,4,91,67,72,80,69,70,78,77,68,93,70,67,177
2202,4,86,62,71,74,72,77,75,74,70,86,70,59,175
2205,2,87,64,69,82,23,46,92,83,21,86,67,66,173
2206,1,82,77,64,76,29,58,82,79,24,85,65,80,169
2207,4,88,65,68,77,67,74,86,87,62,88,58,59,171
2208,2,78,70,74,77,48,66,77,58,40,78,73,69,187
2213,5,69,45,46,57,74,80,62,52,73,71,26,51,196
2216,1,84,73,58,76,24,68,85,78,19,85,61,80,178
2218,4,88,54,58,76,70,82,82,71,67,90,40,49,172
2221,3,77,60,70,70,71,83,77,78,72,75,72,46,174
2222,4,92,54,63,74,70,63,85,85,66,92,54,52,173
2223,1,85,76,66,74,43,70,76,74,37,85,62,75,174
2224,2,92,71,68,79,32,62,84,79,35,92,67,71,178
2225,3,82,69,72,80,65,61,75,65,67,83,74,66,180
2228,2,84,66,70,77,49,70,84,74,44,83,69,66,180
2229,3,55,49,62,67,74,84,51,49,72,57,54,38,190
2231,3,78,72,69,77,70,82,78,85,72,78,68,65,176
2233,3,55,73,81,73,62,64,58,61,61,52,80,68,182
2234,3,70,59,70,72,70,82,80,73,70,71,63,52,175
2235,4,89,59,68,68,72,67,75,73,74,87,64,60,178
2239,1,83,73,60,74,37,80,73,73,36,82,63,73,178
2240,4,80,74,77,79,69,76,77,70,65,80,72,67,181
2241,4,61,51,71,66,77,67,55,41,76,66,63,45,189
2243,3,61,37,61,66,80,70,65,66,78,58,62,32,180
2244,3,57,66,68,68,73,85,64,67,64,59,65,57,179
2245,5,66,31,36,48,77,83,49,38,79,67,34,20,190
2246,5,75,54,64,60,75,81,55,51,73,75,60,52,180
2247,3,60,55,67,69,76,82,62,43,77,65,65,48,192
2248,2,91,69,69,72,32,71,85,64,24,90,63,71,183
2249,4,87,51,67,73,70,80,88,76,63,91,60,52,176
2250,4,85,60,71,73,72,70,77,76,73,85,59,54,178
2251,4,64,41,64,68,81,74,68,75,83,64,57,35,177
2252,5,76,38,67,66,75,78,67,64,75,77,67,32,185
2253,5,62,42,52,62,77,79,53,31,79,69,52,29,196
2259,2,87,64,69,82,23,46,92,83,21,86,67,66,173
2261,4,87,66,71,80,70,74,78,82,71,87,72,60,179
2262,1,73,77,58,70,37,81,62,58,32,76,53,78,191
2267,2,75,66,75,78,70,73,79,78,66,75,71,60,178
2269,3,81,70,73,76,72,72,80,74,73,86,73,62,177
2271,1,50,79,54,67,37,84,51,44,26,50,62,81,190
2272,1,68,76,74,73,40,68,69,55,33,68,74,78,192
2273,1,78,76,69,75,33,74,69,60,20,79,66,72,182
2274,5,71,43,68,69,76,68,71,67,78,73,64,37,186
2275,1,77,79,61,73,32,70,76,67,23,77,61,79,185
2276,2,78,70,73,77,33,63,74,62,29,80,71,69,188
2277,1,77,79,71,78,31,68,75,80,22,77,73,76,177
2278,2,73,71,73,81,50,66,82,82,42,70,73,66,175
2281,1,81,75,65,76,31,65,86,67,22,81,58,78,177
2282,3,80,66,74,79,71,76,80,76,71,76,75,67,180
2295,4,76,38,67,66,75,78,67,64,75,77,67,32,185
2309,4,71,71,77,75,69,64,71,83,69,69,74,71,173
2310,1,82,75,71,75,22,75,81,74,17,85,73,75,180
2313,4,86,63,67,74,70,72,77,78,65,86,64,61,176
2314,4,77,71,74,74,70,73,74,79,69,77,68,61,176
2315,2,89,64,71,74,63,78,85,85,52,89,69,55,171
2316,1,85,72,58,74,29,71,81,68,19,83,57,73,185
2317,1,83,72,55,75,25,73,83,68,17,83,55,76,189
2319,5,73,50,49,62,74,79,63,59,73,74,36,49,188
2320,2,91,70,68,77,32,66,88,78,23,92,63,72,171
2322,2,91,65,67,76,24,58,80,77,19,91,72,70,177
2323,3,82,67,70,77,72,75,88,82,68,78,70,60,173
2325,4,78,65,67,72,71,80,68,53,71,81,67,62,186
2327,5,78,47,65,67,74,77,73,72,74,80,59,36,178
2328,5,73,48,63,68,74,79,65,54,74,76,64,42,185
2329,4,68,39,66,63,75,77,59,54,78,72,47,33,188
2330,4,78,64,69,73,72,73,73,78,75,79,41,48,178
2331,2,84,71,71,75,62,73,86,62,58,84,71,71,183
2332,1,85,74,59,74,28,73,75,76,16,85,38,77,180
2333,1,82,75,68,72,22,71,79,76,13,82,69,75,173
2337,2,91,67,70,79,35,50,89,92,29,89,70,65,172
2338,1,83,76,55,73,25,60,83,80,12,82,34,79,177
2342,1,83,71,66,75,52,67,85,84,48,83,70,72,169
2343,4,89,54,64,76,69,75,84,80,68,91,58,47,175
2345,4,85,49,66,76,71,69,83,85,71,86,59,45,175
2346,1,90,72,70,79,44,71,91,79,34,90,71,75,171
2347,4,86,66,70,77,70,74,76,79,71,86,71,60,179
2348,3,73,60,63,70,72,86,68,69,70,76,60,46,183
2351,4,85,62,65,72,70,76,84,84,70,85,53,58,170
2352,1,83,72,68,78,42,56,85,78,38,83,71,77,178
2355,4,85,34,62,74,68,71,79,78,66,91,51,21,180
2356,5,79,42,61,67,75,72,70,63,76,79,50,28,183
2357,3,81,65,75,78,63,78,82,86,60,77,74,56,175
2360,3,86,68,72,77,63,64,85,80,66,87,73,65,168
2364,2,90,68,68,78,29,62,89,76,21,87,72,68,177
2376,1,63,77,54,71,37,79,66,63,33,63,60,78,191
2377,2,90,68,65,81,23,59,91,83,21,90,60,65,179
2379,5,66,32,58,56,77,76,62,61,77,68,51,25,189
2380,5,54,20,42,49,76,76,47,54,74,60,28,17,195
2381,3,68,72,75,74,58,71,67,69,53,70,78,68,190
2384,5,56,37,44,50,75,80,47,34,75,50,38,29,189
2385,1,93,72,67,76,32,67,94,89,25,94,65,75,175
2386,3,75,62,72,77,63,67,75,69,57,73,72,56,184
2387,5,80,32,58,61,73,78,74,70,70,84,61,31,185
2388,4,87,50,68,75,70,72,75,71,68,86,65,47,180
2389,4,86,40,66,67,72,75,58,46,72,88,61,23,188
2390,3,78,68,73,80,61,63,87,78,63,78,71,73,175
2391,3,63,69,77,72,64,57,69,71,65,63,77,58,176
2392,3,65,70,78,73,66,68,74,78,62,65,75,68,175
2394,4,85,52,67,78,73,68,84,92,74,82,62,53,173
2395,4,85,58,73,75,68,67,75,76,66,87,63,52,179
2397,3,70,67,71,71,73,81,65,63,72,71,68,63,172
2398,3,73,73,75,76,68,59,76,71,65,72,79,70,182
2399,5,71,39,55,62,77,78,66,72,77,71,39,22,178
2400,2,91,66,70,77,30,59,93,89,33,89,74,67,175
2401,3,63,74,77,75,53,59,66,67,43,64,77,66,181
2402,5,70,41,52,57,75,79,46,50,75,72,44,34,188
2403,5,72,57,53,58,74,82,66,70,74,69,34,57,185
2406,1,92,71,65,75,34,80,86,90,20,91,67,71,173
2408,5,84,38,52,57,75,83,75,66,75,89,48,30,188
2409,2,88,71,67,75,38,71,75,72,25,89,68,69,175
2410,4,84,44,69,71,70,71,68,74,68,84,71,26,178
2411,2,74,71,76,76,48,71,77,69,45,76,77,69,184
2412,4,80,57,70,70,71,82,75,85,71,81,70,48,170
2413,5,70,38,60,58,79,75,65,52,81,69,51,34,190
2418,5,49,47,43,43,73,81,32,28,70,51,45,51,197
2419,2,82,70,68,81,32,52,90,76,30,82,69,66,177
2423,1,60,73,53,66,31,83,64,41,23,71,57,79,197
2424,3,76,56,78,83,60,65,86,89,53,75,81,52,180
2425,3,79,58,72,78,57,66,78,85,51,77,78,52,175
2429,2,86,67,73,76,29,49,88,77,28,86,72,65,170
2445,4,85,52,67,78,73,68,84,92,74,82,62,53,173
2447,2,93,73,67,79,35,50,92,91,31,93,57,72,166
2457,1,90,93,81,90,35,79,87,70,28,91,82,94,187
2458,1,88,91,88,96,32,61,91,95,33,86,94,95,170
2459,2,92,84,83,95,32,59,96,84,27,90,87,87,175
2461,2,77,86,92,87,60,78,79,77,67,76,94,83,181
2463,2,91,82,86,94,35,67,95,94,34,89,89,84,173
2464,3,76,76,90,91,70,67,93,94,60,72,92,72,172
2465,5,75,63,71,72,91,84,78,66,89,75,63,60,184
2466,1,78,89,75,85,41,82,78,78,34,78,77,91,184
2469,3,67,82,89,82,74,69,70,71,68,66,86,76,183
2470,5,68,48,65,64,89,84,58,54,90,68,52,42,187
2472,1,70,91,81,81,47,85,71,71,56,72,82,95,188
2473,5,70,46,57,60,92,84,54,55,94,73,50,33,187
2474,5,69,46,56,60,91,82,54,55,93,72,50,33,187
2476,1,84,89,76,89,28,73,86,91,30,80,83,93,173
2480,5,65,58,76,73,90,76,63,60,89,68,79,55,191
2481,1,70,90,79,81,47,83,71,71,56,72,80,94,188
2483,1,76,87,72,80,52,83,77,59,52,76,77,89,185
2485,3,51,62,80,81,86,80,68,54,91,52,87,67,189
2486,3,75,79,86,85,69,87,74,64,67,78,87,73,191
2491,2,74,82,89,86,53,64,79,81,59,73,91,80,181
2493,2,95,88,84,85,58,76,82,65,54,95,79,86,185
2494,4,82,71,83,90,81,82,86,86,75,82,82,67,174
2496,1,73,87,70,83,31,74,75,69,35,73,74,92,186
2504,5,75,61,69,72,87,86,62,50,85,79,60,52,193
2505,1,94,85,76,82,37,71,77,71,27,95,78,88,187
2506,5,73,26,49,60,89,87,50,40,92,76,36,19,187
2507,1,84,84,76,75,35,87,60,46,30,90,76,88,190
2510,5,55,61,69,66,87,76,58,36,91,60,62,64,194
2511,4,93,69,79,83,79,72,90,85,72,93,70,73,170
2512,5,72,64,71,72,88,82,68,66,90,73,58,51,182
2513,5,63,63,73,72,88,79,61,60,90,65,68,56,189
2516,1,89,83,80,90,34,55,94,92,25,85,83,86,169
2517,5,72,26,46,60,88,86,50,40,91,75,34,19,187
2520,1,82,87,63,82,39,76,77,63,34,85,65,90,185
2522,3,69,70,87,90,61,57,79,84,67,68,94,70,171
2526,5,65,57,74,69,89,79,62,52,91,68,68,45,186
2527,3,73,75,85,90,68,63,91,86,68,69,87,69,174
2530,4,85,65,77,81,82,83,79,78,81,86,70,55,180
2532,5,70,45,54,65,87,85,59,53,89,73,47,47,189
2533,3,66,70,86,86,73,69,77,79,75,66,88,60,178
2534,3,56,71,79,76,83,83,52,50,85,59,75,64,194
2538,5,60,57,63,61,86,80,64,62,85,61,53,54,183
2540,5,73,50,72,66,85,83,56,52,85,76,75,34,192
2541,3,73,74,84,89,67,63,90,86,67,69,86,69,174
2542,1,74,83,80,78,50,71,75,72,44,75,85,87,186
2543,1,77,83,80,86,61,78,80,81,60,77,85,87,181
2547,3,65,60,84,89,79,66,87,94,78,62,87,60,165
2548,2,86,80,80,83,62,78,78,74,64,88,79,79,186
2549,5,63,69,64,62,87,74,46,36,86,66,59,57,198
2550,3,47,80,88,79,71,71,66,72,70,43,86,79,182
2552,4,73,68,84,82,79,74,84,83,73,69,79,66,176
2554,5,73,41,58,62,88,84,48,48,93,74,58,42,187
2559,5,56,54,65,66,85,81,57,41,87,59,59,45,190
2561,3,57,80,79,78,84,83,74,75,82,55,78,75,180
2562,4,73,68,83,82,77,73,84,83,72,69,79,66,176
2565,4,82,73,80,80,81,75,79,77,80,79,77,63,180
2566,5,71,60,67,70,85,84,61,49,84,75,59,52,193
2567,3,71,69,78,77,84,84,69,67,83,72,76,66,188
2569,5,62,57,72,66,88,78,60,50,90,65,67,45,186
2572,5,83,18,42,62,86,82,68,59,86,85,22,10,189
2573,1,66,85,71,75,46,73,57,36,58,66,74,89,193
2577,4,75,62,78,79,81,79,75,62,78,75,70,59,182
2578,3,69,79,80,82,77,84,66,59,75,70,85,80,191
2579,1,67,84,69,78,43,74,76,75,39,66,70,87,177
2580,5,68,49,60,69,88,76,61,57,90,69,58,43,186
2581,3,75,79,78,82,83,83,76,82,83,73,76,75,176
2586,1,59,86,77,79,34,78,74,39,28,59,79,86,195
2587,3,73,81,77,81,79,84,69,66,75,73,78,81,181
2590,1,83,84,72,84,40,74,85,84,29,85,74,88,175
2591,3,72,76,80,80,81,83,82,60,79,75,81,72,188
2592,5,75,39,70,69,86,77,70,69,86,76,51,33,183
2594,4,83,45,76,81,82,80,83,81,83,85,59,41,173
2600,2,78,72,83,89,46,58,88,86,49,74,84,74,173
2601,3,68,74,83,84,69,70,78,78,73,68,86,72,180
2602,4,90,63,75,77,81,80,67,72,78,93,69,51,183
2603,4,78,63,81,77,80,71,69,74,75,78,83,63,178
2605,3,55,74,88,80,60,58,62,75,64,54,91,73,180
2607,5,67,41,52,50,83,82,33,33,82,79,30,20,195
2608,3,51,55,70,65,86,83,53,48,85,53,75,43,190
2611,2,75,81,78,82,65,78,76,62,64,76,84,83,188
2612,5,76,45,55,67,84,82,60,55,84,79,44,40,187
2615,5,69,51,50,61,84,82,60,64,85,73,45,44,186
2617,4,82,45,73,79,82,78,81,79,83,84,57,41,173
2620,2,88,78,75,83,47,65,85,80,64,88,78,78,178
2621,4,85,71,83,80,80,77,73,70,80,85,74,65,181
2622,5,75,38,69,68,85,76,69,68,85,76,51,33,183
2623,2,85,76,82,85,47,66,92,77,35,85,82,72,180
2624,5,68,45,51,53,86,82,56,43,88,70,27,37,185
2628,1,64,86,77,84,38,65,77,69,31,64,83,88,181
2629,5,68,41,60,67,86,76,61,59,88,69,59,25,189
2630,2,83,74,82,88,24,62,91,84,29,82,84,67,175
2633,3,51,55,79,76,82,84,51,51,84,53,83,52,187
2635,1,90,81,73,82,44,71,84,77,44,92,74,82,182
2646,1,93,81,67,82,35,69,81,76,39,93,61,89,181
2647,3,77,68,77,83,84,82,84,81,87,72,80,70,175
2650,2,78,82,84,83,64,73,76,78,59,77,86,73,179
2654,2,89,81,73,86,42,72,85,81,38,89,73,82,184
2656,5,65,50,67,62,85,76,45,55,84,67,56,45,189
2658,2,84,79,81,85,27,64,92,84,21,82,84,75,172
2659,3,79,69,82,86,69,72,80,85,69,74,88,62,178
2661,5,61,65,73,71,82,77,69,56,79,62,69,55,189
2663,2,94,76,75,85,25,60,87,84,29,93,75,76,178
2665,3,70,77,79,78,76,81,75,74,75,66,80,75,181
2668,2,81,75,82,82,46,67,79,84,42,79,83,73,173
2671,2,86,75,81,83,43,52,83,78,45,86,83,79,182
2672,2,78,80,84,83,62,72,76,78,58,77,86,72,179
2675,3,66,64,70,74,82,86,58,60,83,68,73,61,188
2677,3,65,63,73,70,85,80,64,72,90,67,71,50,184
2679,3,77,80,82,86,55,64,80,75,39,77,84,78,187
2680,3,74,74,79,80,77,79,79,72,70,74,80,69,192
2682,2,85,76,83,85,59,67,87,86,55,84,85,75,171
2686,1,64,83,66,77,40,80,65,43,40,65,68,86,189
2689,3,70,74,81,81,70,69,77,71,70,69,86,71,178
2690,1,79,81,66,78,45,69,70,69,43,80,58,83,180
2691,3,77,76,82,81,64,69,77,77,66,73,83,76,177
2692,5,51,32,44,54,83,84,34,51,82,52,23,27,190
2695,1,67,82,64,75,50,81,50,55,58,67,73,84,182
