,Name,Rating,Position,Version,Price,Skills,Weak_Foot,Attack\Defense,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
3397,Marcelo Saracchi,75,LB,Normal,650,3,3,H \ M,88,65,71,73,70,72,"172cm | 5'8""",39,439,2037,76,76,75,LB,89,71,64
3398,Luis Quiñones,75,LM,Normal,650,4,4,H \ M,91,70,67,76,33,62,"178cm | 5'10""",16,399,1823,88,67,47,LM,93,70,73
3399,Orbelín Pineda,75,CM,Normal,650,3,4,H \ H,86,68,72,78,61,67,"169cm | 5'7""",10,432,2030,91,85,57,CM,87,72,65
3400,Kevin Akpoguma,75,CB,Normal,750,2,4,M \ M,74,48,54,60,76,72,"192cm | 6'4""",13,384,1713,54,51,77,CB,78,38,45
3401,Sékou Junior Sanogo,75,CDM,Normal,650,3,3,M \ H,70,55,66,72,72,86,"182cm | 6'0""",26,421,1964,70,60,73,CDM,64,69,48
3402,Lei Wu,75,ST,Normal,650,3,4,M \ M,87,73,64,76,35,57,"174cm | 5'9""",153,392,1856,79,83,34,ST,86,70,78
3403,Antonio Barreca,75,LB,Normal,1.2K,3,2,H \ M,85,34,62,75,71,68,"180cm | 5'11""",26,395,1811,79,78,69,LB,91,51,21
3404,Jeremy Toljan,75,RB,Normal,900,3,4,M \ M,91,42,65,71,67,69,"182cm | 6'0""",21,405,1810,74,70,64,RB,92,48,39
3405,Darwin Machís,75,LW,Normal,650,4,4,H \ M,90,72,68,79,38,65,"169cm | 5'7""",16,412,1930,88,91,40,LW,90,64,73
3406,Simon Falette,75,CB,Normal,1K,2,3,M \ M,69,45,48,54,72,83,"184cm | 6'0""",19,371,1667,44,48,69,CB,73,35,40
3407,Héctor Villalba,75,RM,Normal,650,4,4,H \ M,92,76,65,79,36,62,"172cm | 5'8""",31,410,1931,92,89,25,RM,92,70,73
3408,Rúben Semedo,75,CB,Normal,31.75K,2,3,M \ H,68,52,52,64,72,75,"189cm | 6'2""",-20,383,1753,65,51,62,CB,70,48,43
3409,Rúben Semedo,75,CB,Normal,650,2,3,M \ H,68,52,52,64,72,75,"189cm | 6'2""",11,383,1753,65,51,62,CB,70,48,43
3410,Christian Luyindama,75,CB,Normal,800,2,2,M \ M,74,37,50,52,72,84,"191cm | 6'3""",55,369,1643,53,46,64,CB,79,51,19
3411,Thievy Bifouma,75,RM,Normal,650,4,4,H \ L,94,71,63,77,29,70,"180cm | 5'11""",18,404,1847,92,73,24,RM,94,65,72
3412,Matías Fernández,75,CM,Normal,650,5,4,M \ M,73,69,77,78,58,59,"178cm | 5'10""",12,414,2020,76,74,58,CM,71,78,61
3413,Ike Opara,75,CB,Normal,750,2,2,M \ H,83,38,51,57,73,82,"188cm | 6'2""",40,384,1777,75,66,70,CB,88,48,30
3414,Lionel Messi,94,RW,Normal,164K,4,4,M \ L,87,92,92,96,39,66,"170cm | 5'7""
Messi (72kg)",11037,472,2297,93,95,33,RW,84,94,95
3415,Cristiano Ronaldo,93,ST,Normal,205K,5,4,H \ L,90,93,82,89,35,78,"187cm | 6'2""
CR7 (83kg)",8469,467,2265,87,71,28,ST,91,82,94
3416,Neymar Jr,92,LW,Normal,99.5K,5,5,H \ M,91,85,87,95,32,58,"175cm | 5'9""
Neymar (68kg)",14536,448,2197,96,84,27,LW,89,90,87
3417,Kevin De Bruyne,91,CAM,Normal,62.5K,4,5,H \ H,76,86,92,87,61,78,"181cm | 5'11""
Average (70kg)",4486,480,2311,78,76,68,CAM,76,94,82
3418,Eden Hazard,91,LW,Normal,55K,4,4,H \ M,91,83,86,94,35,66,"175cm | 5'9""
Average (74kg)",3701,455,2191,95,94,34,LW,88,89,84
3419,Jan Oblak,91,GK,Normal,32K,1,3,M \ M,87,92,78,89,50,90,"188cm | 6'2""
High & Average (87kg)",1345,479,1044,67,49,27,GK,60,65,11
3420,Marc-André ter Stegen,90,GK,Normal,26.75K,1,4,M \ M,88,85,88,90,43,88,"187cm | 6'2""
High & Average (85kg)",5625,482,1073,37,43,25,GK,50,70,14
3421,Mohamed Salah,90,RW,Normal,56K,4,3,H \ M,93,86,81,89,45,74,"175cm | 5'9""
Salah (71kg)",4423,468,2228,91,88,38,RW,92,84,90
3422,Virgil van Dijk,90,CB,Normal,110K,2,3,M \ M,77,60,70,72,90,86,"193cm | 6'4""
High & Average (92kg)",7064,455,2130,61,53,91,CB,79,65,52
3423,Luka Modric,90,CM,Normal,45K,4,4,H \ H,74,76,89,90,72,66,"172cm | 5'8""
Lean (66kg)",1088,467,2308,92,93,68,CM,71,91,72
3424,Giorgio Chiellini,89,CB,Normal,23.25K,2,3,M \ H,68,46,58,62,90,82,"187cm | 6'2""
High & Average (85kg)",453,406,1915,57,57,94,CB,73,50,33
3425,De Gea,89,GK,Normal,26.5K,1,3,M \ M,90,84,81,92,57,85,"192cm | 6'4""
High & Average+ (82kg)",1963,489,1109,63,43,25,GK,58,65,13
3426,Sergio Agüero,89,ST,Normal,34.5K,4,4,H \ M,80,90,77,88,33,74,"173cm | 5'8""
Stocky (70kg)",4653,442,2161,84,91,30,ST,78,83,93
3427,Luis Suárez,89,ST,Normal,32K,3,4,H \ M,73,89,80,84,51,84,"182cm | 6'0""
Average (86kg)",1810,461,2250,79,79,57,ST,70,82,91
3428,Sergio Busquets,89,CDM,Normal,26.5K,3,3,M \ M,42,62,80,81,85,80,"189cm | 6'2""
High & Average+ (76kg)",-215,430,2090,67,49,90,CDM,43,86,67
3429,N'Golo Kanté,89,CDM,Normal,45K,2,3,M \ H,78,65,77,81,87,83,"168cm | 5'6""
Short & Lean- (72kg)",8583,471,2209,82,92,90,CDM,77,79,65
3430,Robert Lewandowski,89,ST,Normal,34.5K,4,4,H \ M,77,87,74,85,41,82,"184cm | 6'0""
Average (80kg)",1688,446,2181,78,82,34,ST,77,77,88
3431,Alisson,89,GK,Normal,32K,1,3,M \ M,85,84,85,89,52,90,"191cm | 6'3""
High & Average (91kg)",1419,485,1015,40,37,15,GK,47,66,13
3432,Harry Kane,89,ST,Normal,46.75K,3,4,H \ H,70,91,79,81,47,83,"188cm | 6'2""
High & Average (89kg)",1234,451,2213,71,73,56,ST,72,81,94
3433,Sergio Ramos,89,CB,Normal,45K,3,3,H \ M,72,68,75,74,87,85,"184cm | 6'0""
Average (82kg)",3247,461,2270,78,66,85,CB,71,71,63
3434,Kalidou Koulibaly,89,CB,Normal,27.75K,2,3,M \ H,71,28,54,68,89,87,"187cm | 6'2""
High & Average (89kg)",1496,397,1764,52,41,91,CB,73,52,22
3435,Kylian Mbappé,89,ST,Normal,72K,5,4,H \ L,96,84,78,90,39,75,"178cm | 5'10""
Average (73kg)",12338,462,2175,92,83,34,ST,96,80,89
3436,Antoine Griezmann,89,CF,Normal,30K,4,3,H \ H,81,86,84,89,57,72,"176cm | 5'9""
Average (73kg)",5910,469,2326,90,83,59,CF,81,86,89
3437,Paulo Dybala,88,CAM,Normal,29.75K,4,3,M \ M,83,82,84,90,43,64,"177cm | 5'10""
Average (75kg)",2079,446,2190,91,85,32,CAM,81,87,80
3438,Marco Reus,88,CAM,Normal,32K,4,4,H \ M,85,88,84,87,45,66,"180cm | 5'11""
Lean (71kg)",4477,455,2217,86,84,49,CAM,85,86,87
3439,Paul Pogba,88,CM,Normal,47K,5,4,H \ M,74,81,86,85,66,86,"191cm | 6'3""
High & Average (84kg)",4226,478,2311,75,66,63,CM,79,88,75
3440,David Silva,88,CAM,Normal,0,4,2,H \ M,65,74,88,89,52,57,"173cm | 5'8""
Average (67kg)",338,425,2124,87,88,59,CAM,61,91,72
3441,Ederson,88,GK,Normal,28.25K,1,3,M \ M,86,82,93,88,64,86,"188cm | 6'2""
High & Average (86kg)",855,499,1157,60,48,29,GK,63,70,14
3442,Raheem Sterling,88,RW,Normal,28.75K,4,3,H \ M,93,79,78,89,45,57,"170cm | 5'7""
Short & Lean (69kg)",2180,441,2074,94,94,47,RW,91,79,83
3443,Piqué,88,CB,Normal,27K,2,3,H \ M,56,61,72,69,88,80,"194cm | 6'4""
High & Average (85kg)",350,426,2029,57,36,89,CB,63,72,65
3444,Manuel Neuer,88,GK,Normal,20.5K,1,4,M \ M,87,87,91,87,56,85,"193cm | 6'4""
High & Average (92kg)",1363,493,1143,51,35,17,GK,60,70,13
3445,Sadio Mané,88,LW,Normal,44.25K,4,4,H \ M,94,83,77,88,44,74,"175cm | 5'9""
Average (69kg)",4685,460,2200,92,86,42,LW,93,83,87
3446,Christian Eriksen,88,CAM,Normal,0,4,5,H \ H,73,81,90,84,53,63,"181cm | 5'11""
Lean (76kg)",1863,444,2162,79,80,59,CAM,71,92,77
3447,Hugo Lloris,88,GK,Normal,20K,1,1,M \ M,89,82,68,91,64,84,"188cm | 6'2""
High & Average+ (82kg)",1339,478,1014,55,54,29,GK,62,30,10
3448,Aubameyang,88,ST,Normal,34K,4,4,M \ L,94,85,75,80,37,69,"187cm | 6'2""
High & Average+ (80kg)",3683,440,2104,76,69,27,ST,95,77,89
3449,Thibaut Courtois,88,GK,Normal,28K,1,3,M \ M,85,89,72,87,48,85,"199cm | 6'6""
Courtois (96kg)",175,466,972,61,45,20,GK,52,44,14
3450,Toni Kroos,88,CM,Normal,25K,3,5,M \ M,45,80,90,81,70,69,"183cm | 6'0""
Average (76kg)",54,435,2149,60,71,72,CM,41,89,75
3451,Edinson Cavani,88,ST,Normal,49.5K,3,4,H \ H,75,86,72,79,55,83,"185cm | 6'1""
High & Average+ (77kg)",356,450,2196,74,59,57,ST,76,77,88
3452,Diego Godín,88,CB,Normal,20K,2,3,M \ H,60,48,64,63,89,83,"187cm | 6'2""
High & Average+ (78kg)",134,407,1942,57,53,90,CB,60,52,42
3453,Samir Handanovic,88,GK,Normal,16.75K,1,2,M \ M,88,85,69,89,53,89,"193cm | 6'4""
High & Average (92kg)",464,473,941,47,36,25,GK,55,41,10
3454,Christian Eriksen,88,CAM,Normal,23K,4,5,H \ H,73,81,90,84,53,63,"181cm | 5'11""
Lean (76kg)",162,444,2162,79,80,59,CAM,71,92,77
3455,David Silva,88,CAM,Rare,18K,4,2,H \ M,65,74,88,89,52,57,"173cm | 5'8""
Average (67kg)",87,425,2124,87,88,59,CAM,61,91,72
3456,Fernandinho,87,CDM,Normal,15K,3,4,M \ H,66,74,79,79,84,79,"179cm | 5'10""
Lean (67kg)",747,461,2227,69,77,87,CDM,64,78,69
3457,Bernardo Silva,87,RW,Normal,17.25K,4,3,H \ H,81,76,83,92,51,67,"173cm | 5'8""
Lean (64kg)",1269,450,2150,94,92,49,RW,78,85,78
3458,Aymeric Laporte,87,CB,Normal,18.5K,2,3,M \ M,64,50,71,69,88,82,"189cm | 6'2""
High & Average (85kg)",1932,424,2028,59,60,88,CB,66,65,45
3459,Jordi Alba,87,LB,Normal,36.5K,3,3,H \ M,90,69,81,83,79,73,"170cm | 5'7""
Short & Lean- (68kg)",1194,475,2269,89,85,74,LB,90,78,73
3460,Mats Hummels,87,CB,Normal,15K,3,3,H \ M,51,58,76,73,89,76,"191cm | 6'3""
High & Average (94kg)",127,423,2067,64,59,90,CB,55,79,55
3461,Thiago,87,CM,Normal,17.25K,5,3,M \ M,69,74,85,90,69,63,"174cm | 5'9""
Average (70kg)",530,450,2248,91,88,67,CM,64,86,69
3462,Jan Vertonghen,87,CB,Normal,25K,3,3,H \ H,63,63,74,73,87,79,"189cm | 6'2""
High & Average (86kg)",205,439,2123,60,60,89,CB,65,68,56
3463,Toby Alderweireld,87,CB,Normal,19K,2,3,M \ M,64,55,72,67,88,79,"186cm | 6'1""
High & Average (81kg)",433,425,2057,59,50,90,CB,66,62,45
3464,Heung Min Son,87,CF,Normal,37K,4,5,H \ H,88,86,80,87,42,68,"183cm | 6'0""
Lean (78kg)",14486,451,2153,86,76,48,CF,89,81,86
3465,Casemiro,87,CDM,Normal,19.75K,2,3,M \ H,62,72,75,72,85,89,"185cm | 6'1""
High & Average (84kg)",1064,455,2206,62,66,84,CDM,66,77,64
3466,Keylor Navas,87,GK,Normal,0,1,3,M \ M,90,81,75,90,54,82,"185cm | 6'1""
High & Average (80kg)",52,472,1029,60,61,28,GK,53,68,15
3467,Karim Benzema,87,CF,Normal,16K,4,4,M \ L,76,82,80,86,39,77,"185cm | 6'1""
Average (81kg)",979,440,2126,78,69,47,CF,74,86,84
3468,Lorenzo Insigne,87,CF,Normal,14K,4,4,H \ M,89,79,85,91,35,47,"163cm | 5'4""
Short & Lean- (59kg)",1739,426,2066,94,93,49,CF,85,89,77
3469,Dries Mertens,87,CF,Normal,21K,4,4,H \ L,88,83,80,90,35,53,"169cm | 5'7""
Short & Lean- (61kg)",2992,429,2084,94,92,25,CF,83,83,86
3470,Thiago Silva,87,CB,Normal,19K,2,3,M \ H,62,54,72,73,87,78,"183cm | 6'0""
Average (82kg)",150,426,2092,67,67,88,CB,64,70,40
3471,Keylor Navas,87,GK,Normal,16.75K,1,3,M \ M,90,81,75,90,54,82,"185cm | 6'1""
High & Average (80kg)",456,472,1029,60,61,28,GK,53,68,15
3472,Jan Vertonghen,87,CB,Rare,13.75K,3,3,H \ H,63,63,74,73,87,79,"189cm | 6'2""
High & Average (86kg)",66,439,2123,60,60,89,CB,65,68,56
3473,Leonardo Bonucci,86,CB,Normal,9.7K,2,4,L \ H,58,58,69,71,87,79,"190cm | 6'3""
High & Average+ (85kg)",20,422,2042,61,55,90,CB,60,74,48
3474,Miralem Pjanic,86,CM,Normal,9.5K,3,4,M \ M,68,68,87,85,75,67,"178cm | 5'10""
Average (72kg)",97,450,2228,75,81,78,CM,67,88,56
3475,Wojciech Szczesny,86,GK,Normal,9K,1,3,M \ M,85,82,73,88,49,86,"195cm | 6'5""
High & Average+ (90kg)",240,463,966,55,51,20,GK,47,48,12
3476,Leroy Sané,86,LW,Normal,30K,4,3,H \ M,95,81,79,86,38,70,"183cm | 6'0""
Lean (75kg)",2273,449,2131,86,80,36,LW,96,82,81
3477,Coutinho,86,LW,Normal,20K,5,4,H \ M,79,80,84,90,52,64,"172cm | 5'8""
Average (68kg)",929,449,2178,92,93,55,LW,75,86,77
3478,Ivan Rakitic,86,CM,Normal,10K,3,4,M \ M,62,81,86,81,74,70,"184cm | 6'0""
Lean (78kg)",103,454,2202,73,62,76,CM,61,85,78
3479,Samuel Umtiti,86,CB,Normal,14.25K,2,3,M \ H,69,63,69,70,86,82,"182cm | 6'0""
Average (75kg)",1077,439,2115,62,66,87,CB,72,58,51
3480,Thomas Müller,86,CAM,Normal,10K,3,4,H \ H,72,83,79,78,55,71,"186cm | 6'1""
High & Average+ (75kg)",133,438,2136,74,71,44,CAM,75,85,87
3481,Joshua Kimmich,86,RB,Normal,23.75K,3,4,H \ L,72,69,86,84,79,78,"176cm | 5'9""
Lean (73kg)",487,468,2266,84,84,78,RB,68,84,66
3482,Roberto Firmino,86,CF,Normal,20.5K,5,4,H \ H,77,82,80,87,61,78,"181cm | 5'11""
Lean (76kg)",2354,465,2231,80,81,60,CF,77,86,85
3483,Alexandre Lacazette,86,ST,Normal,20K,4,4,H \ H,82,85,75,86,40,74,"175cm | 5'9""
Average (73kg)",3769,442,2143,85,85,29,ST,82,78,87
3484,Isco,86,CAM,Normal,15.5K,4,3,M \ L,71,77,83,90,59,60,"176cm | 5'9""
Average (79kg)",313,440,2140,85,90,58,CAM,68,87,79
3485,Marco Verratti,86,CM,Normal,7.5K,4,4,M \ H,65,60,84,90,79,66,"165cm | 5'5""
Short & Lean- (60kg)",119,444,2190,91,94,78,CM,61,87,60
3486,Marquinhos,86,CB,Normal,12K,3,3,M \ H,74,41,73,71,86,77,"183cm | 6'0""
Average (75kg)",714,422,2002,69,68,86,CB,76,68,33
3487,Ángel Di María,86,RW,Normal,17K,5,2,H \ M,84,79,84,87,48,68,"180cm | 5'11""
Lean (69kg)",184,450,2191,94,77,41,RW,84,86,76
3488,Ciro Immobile,86,ST,Normal,12.75K,3,4,H \ M,80,85,63,81,39,76,"185cm | 6'1""
High & Average (85kg)",650,424,2028,75,63,34,ST,83,65,87
3489,Milan Škriniar,86,CB,Normal,13K,2,4,M \ H,69,41,59,66,87,82,"187cm | 6'2""
High & Average (80kg)",260,404,1843,48,51,92,CB,69,57,42
3490,Parejo,86,CM,Normal,0,3,4,M \ M,41,80,88,79,70,69,"182cm | 6'0""
Lean (74kg)",-156,427,2150,64,72,69,CM,35,86,80
3491,Timo Werner,86,ST,Normal,27K,3,4,H \ M,92,84,71,84,36,71,"180cm | 5'11""
Average (75kg)",903,438,2054,82,77,40,ST,92,64,89
3492,Timo Werner,86,ST,Rare,24.75K,3,4,H \ M,92,84,71,84,36,71,"180cm | 5'11""
Average (75kg)",775,438,2054,82,77,40,ST,92,64,89
3493,Leroy Sané,86,LM,Rare,50K,4,3,H \ M,95,81,79,86,38,70,"183cm | 6'0""
Lean (75kg)",325,449,2131,86,80,36,LM,96,82,81
3494,Parejo,86,CM,Rare,7.5K,3,4,M \ M,41,80,88,79,70,69,"182cm | 6'0""
Lean (74kg)",10,427,2150,64,72,69,CM,35,86,80
3495,Alex Sandro,85,LB,Normal,30K,3,3,H \ M,83,65,77,80,82,82,"180cm | 5'11""
Average (80kg)",1135,469,2233,78,77,81,LB,85,70,55
3496,Blaise Matuidi,85,CDM,Normal,0,2,2,M \ H,75,66,76,78,83,81,"180cm | 5'11""
Lean (75kg)",1212,459,2201,83,79,85,CDM,73,74,60
3497,Axel Witsel,85,CDM,Normal,8K,4,4,M \ H,73,74,80,80,83,81,"186cm | 6'1""
High & Average+ (81kg)",1536,471,2267,76,67,82,CDM,77,80,71
3498,Romelu Lukaku,85,ST,Normal,7.9K,3,4,M \ M,75,82,73,72,35,84,"190cm | 6'3""
High & Stocky (94kg)",370,421,1997,55,46,30,ST,84,73,84
3499,James Rodríguez,85,CAM,Normal,7.4K,4,2,M \ M,55,86,87,86,50,63,"180cm | 5'11""
Average (75kg)",-22,427,2134,80,76,52,CAM,54,86,83
3500,David Alaba,85,LB,Normal,15K,3,4,M \ M,83,73,81,80,80,76,"180cm | 5'11""
Lean (78kg)",798,473,2287,78,78,80,LB,86,77,63
3501,Niklas Süle,85,CB,Normal,9K,2,3,M \ M,72,42,55,51,86,82,"195cm | 6'5""
High & Stocky (97kg)",1023,388,1711,34,33,85,CB,87,40,22
3502,Fabinho,85,CDM,Normal,17K,3,2,M \ H,68,69,78,77,85,83,"188cm | 6'2""
High & Average+ (78kg)",1898,460,2200,66,66,84,CDM,69,78,66
3503,Andrew Robertson,85,LB,Normal,23.5K,3,2,H \ H,85,62,77,79,80,75,"178cm | 5'10""
Lean (64kg)",1895,458,2116,78,74,81,LB,86,77,57
3504,Marcelo,85,LB,Normal,25K,5,4,H \ L,81,74,83,89,77,79,"174cm | 5'9""
Average (75kg)",1668,483,2299,85,86,71,LB,80,80,73
3505,Raphaël Varane,85,CB,Normal,26K,2,3,M \ H,83,45,62,64,85,80,"191cm | 6'3""
High & Average+ (81kg)",5541,419,1920,63,38,87,CB,86,59,40
3506,Carvajal,85,RB,Normal,17.5K,3,3,H \ H,81,47,78,81,82,80,"173cm | 5'8""
Stocky (73kg)",830,449,2116,80,82,83,RB,83,74,41
3507,Gianluigi Donnarumma,85,GK,Normal,8.4K,1,3,M \ M,90,80,74,90,49,80,"196cm | 6'5""
High & Average (90kg)",561,463,979,64,38,20,GK,54,50,12
3508,Bruno Fernandes,85,CAM,Normal,47.5K,4,4,H \ H,77,83,87,85,65,74,"179cm | 5'10""
Lean (69kg)",711,471,2301,78,79,66,CAM,76,88,77
3509,Allan,85,CM,Normal,10.5K,4,3,M \ H,75,71,78,84,85,84,"175cm | 5'9""
Average (74kg)",3392,477,2235,82,86,88,CM,71,80,74
3510,Kostas Manolas,85,CB,Normal,13K,2,2,L \ H,82,25,42,62,86,81,"189cm | 6'2""
High & Average (83kg)",1196,378,1687,68,60,87,CB,83,22,25
3511,Koke,85,RM,Normal,8.4K,3,4,H \ H,68,75,86,82,74,79,"176cm | 5'9""
Average (74kg)",27,464,2233,71,80,74,RM,67,85,72
3512,Saúl,85,CM,Normal,5K,3,4,H \ H,70,78,79,81,78,78,"184cm | 6'0""
Lean (77kg)",520,464,2224,73,69,77,CM,70,82,78
3513,José María Giménez,85,CB,Normal,9.5K,2,3,M \ H,69,45,52,56,86,82,"185cm | 6'1""
High & Average (80kg)",287,390,1784,54,39,88,CB,70,27,37
3514,Rodrigo,85,CDM,Normal,9K,3,4,M \ H,67,68,77,78,82,80,"191cm | 6'3""
High & Average+ (82kg)",912,452,2137,69,72,82,CDM,66,82,64
3515,Sergej Milinkovic-Savic,85,CM,Normal,8.5K,4,4,H \ M,67,79,80,82,77,84,"191cm | 6'3""
High & Average (76kg)",316,469,2235,65,59,75,CM,67,85,80
3516,Mauro Icardi,85,ST,Normal,0,3,4,M \ L,75,84,61,77,36,69,"181cm | 5'11""
Average (75kg)",-86,402,1952,75,76,45,ST,75,64,89
3517,Hakim Ziyech,85,CAM,Normal,0,5,2,H \ M,80,75,86,83,50,66,"181cm | 5'11""
Lean (65kg)",353,440,2117,86,78,44,CAM,77,89,73
3518,Matthijs de Ligt,85,CB,Normal,11.5K,2,4,M \ H,67,58,66,69,83,84,"189cm | 6'2""
High & Average (89kg)",611,427,1988,56,60,86,CB,72,63,50
3519,Frenkie de Jong,85,CM,Normal,11K,4,3,M \ H,79,64,84,88,76,76,"180cm | 5'11""
Lean (74kg)",4087,467,2216,84,79,75,CM,78,86,64
3520,Alejandro Gómez,85,CAM,Normal,9.5K,4,4,H \ M,89,78,81,86,39,55,"165cm | 5'5""
Short & Lean- (68kg)",914,428,2073,92,94,50,CAM,85,85,79
3521,Zlatan Ibrahimovic,85,ST,Normal,22.5K,5,4,M \ L,56,88,77,78,34,78,"195cm | 6'5""
High & Average (95kg)",299,411,2040,72,39,28,ST,55,84,86
3522,Gareth Bale,85,RW,Normal,27K,4,3,M \ M,91,87,82,82,58,76,"185cm | 6'1""
Lean (82kg)",3317,476,2280,79,65,54,RW,91,79,84
3523,Lopes,85,GK,Normal,3.1K,1,2,M \ M,87,80,75,89,63,84,"184cm | 6'0""
Average (81kg)",76,478,1046,67,62,13,GK,64,48,18
3524,Clément Lenglet,85,CB,Normal,9.6K,2,4,M \ H,75,45,68,66,86,80,"186cm | 6'1""
High & Average+ (81kg)",7229,420,1968,62,60,90,CB,74,66,39
3525,Gonzalo Higuaín,85,ST,Normal,5.5K,3,4,H \ M,63,85,71,80,31,71,"186cm | 6'1""
Average (89kg)",-58,401,1962,72,69,35,ST,64,75,88
3526,Péter Gulácsi,85,GK,Normal,3K,1,2,M \ M,84,86,81,86,43,84,"192cm | 6'4""
High & Average (86kg)",386,464,926,41,42,25,GK,44,42,10
3527,Roman Bürki,85,GK,Normal,4K,1,2,M \ M,86,80,74,89,48,83,"187cm | 6'2""
High & Average (85kg)",365,460,941,49,52,11,GK,54,50,8
3528,Iago Aspas,85,ST,Normal,20K,3,3,H \ H,78,84,77,85,35,64,"176cm | 5'9""
Lean (67kg)",245,423,2073,87,72,39,ST,76,79,88
3529,Neto,85,GK,Normal,16K,1,2,M \ M,86,81,79,82,54,82,"190cm | 6'3""
High & Average+ (84kg)",494,464,998,59,49,17,GK,52,42,15
3530,Mauro Icardi,85,ST,Normal,6K,3,4,M \ L,75,84,61,77,36,69,"181cm | 5'11""
Average (75kg)",142,402,1952,75,76,45,ST,75,64,89
3531,Zlatan Ibrahimovic,85,ST,Normal,7K,5,4,M \ L,56,88,77,78,34,78,"195cm | 6'5""
High & Average (95kg)",874,411,2040,72,39,28,ST,55,84,86
3532,André Onana,85,GK,Normal,2.3K,1,3,M \ M,85,80,88,85,63,82,"187cm | 6'2""
High & Stocky (93kg)",275,483,-,,,,GK,,,
3533,Jamie Vardy,85,ST,Normal,13.5K,3,3,H \ H,89,84,67,78,57,76,"179cm | 5'10""
Lean (74kg)",345,451,2146,74,78,58,ST,89,74,88
3534,Bruno Fernandes,85,CAM,Normal,18K,4,4,H \ H,77,83,87,85,65,74,"179cm | 5'10""
Lean (69kg)",1318,471,2301,78,79,66,CAM,76,88,77
3535,Hakim Ziyech,85,CAM,Rare,14K,5,2,H \ M,80,75,86,83,50,66,"181cm | 5'11""
Lean (65kg)",426,440,2117,86,78,44,CAM,77,89,73
3536,Blaise Matuidi,85,CDM,Rare,6K,2,2,M \ H,75,66,76,78,83,81,"180cm | 5'11""
Lean (75kg)",12,459,2201,83,79,85,CDM,73,74,60
3537,João Cancelo,84,RB,Normal,14.75K,4,3,H \ M,90,65,80,84,78,71,"182cm | 6'0""
Lean (74kg)",2115,468,2220,82,79,79,RB,90,78,58
3538,Riyad Mahrez,84,RW,Normal,7.5K,5,4,M \ M,84,78,79,89,38,59,"179cm | 5'10""
Lean (67kg)",1033,427,2050,92,87,45,RW,82,81,77
3539,Kyle Walker,84,RB,Normal,16K,2,2,H \ H,91,63,76,77,81,81,"183cm | 6'0""
Average (70kg)",2001,469,2203,66,70,78,RB,94,69,51
3540,Jadon Sancho,84,RM,Normal,8.5K,5,4,M \ L,88,72,77,90,36,60,"180cm | 5'11""
Lean (76kg)",2019,423,1963,91,90,32,RM,87,83,78
3541,João Moutinho,84,CM,Normal,2.5K,3,4,H \ H,56,75,85,82,71,67,"170cm | 5'7""
Short & Lean- (61kg)",123,436,2188,75,85,71,CM,53,86,73
3542,Salvatore Sirigu,84,GK,Normal,2K,1,2,M \ M,84,80,76,82,50,84,"192cm | 6'4""
High & Average (80kg)",96,456,916,52,55,14,GK,51,55,10
3543,Sokratis,84,CB,Normal,6K,2,2,M \ H,72,51,52,61,84,83,"186cm | 6'1""
High & Average (85kg)",971,403,1851,54,64,85,CB,76,45,44
3544,Lucas Leiva,84,CDM,Normal,3K,3,3,M \ H,62,66,76,78,83,73,"179cm | 5'10""
Average (78kg)",82,438,2140,77,80,82,CDM,61,81,62
3545,Mesut Özil,84,CAM,Normal,4.5K,4,2,M \ L,70,72,86,84,24,56,"180cm | 5'11""
Lean (76kg)",82,392,1918,77,71,24,CAM,69,90,73
3546,Edin Džeko,84,ST,Normal,2K,2,5,M \ M,60,84,71,75,46,73,"193cm | 6'4""
High & Average+ (80kg)",93,409,1942,56,36,58,ST,60,75,88
3547,Arturo Vidal,84,CM,Normal,4.5K,3,4,H \ H,67,79,80,79,85,86,"180cm | 5'11""
Average (75kg)",2172,476,2330,73,75,82,CM,67,82,75
3548,Ilkay Gündogan,84,CM,Normal,5.9K,4,4,H \ M,66,74,84,84,72,71,"180cm | 5'11""
Average (80kg)",148,451,2196,77,77,75,CM,66,86,71
3549,Memphis Depay,84,CF,Normal,3.5K,5,3,H \ L,87,80,81,83,32,78,"176cm | 5'9""
Stocky (78kg)",1824,441,2110,81,79,29,CF,87,85,78
3550,Edin Višca,84,RM,Normal,1.2K,4,4,H \ M,88,79,79,84,47,64,"172cm | 5'8""
Lean (63kg)",126,441,2100,93,89,55,RM,87,79,80
3551,Kepa Arrizabalaga,84,GK,Normal,5.1K,1,4,M \ M,84,82,86,85,34,80,"186cm | 6'1""
High & Average+ (85kg)",395,451,960,41,39,19,GK,33,57,11
3552,Felipe,84,CB,Normal,3.6K,2,3,M \ H,64,41,57,61,84,87,"190cm | 6'3""
High & Average (83kg)",431,394,1819,52,55,85,CB,67,50,39
3553,Alex Telles,84,LB,Normal,18.5K,3,2,H \ H,85,72,84,81,80,76,"181cm | 5'11""
Lean (71kg)",1592,478,2298,73,70,80,LB,85,76,65
3554,Kingsley Coman,84,LM,Normal,8.3K,4,3,M \ L,92,76,77,86,29,60,"179cm | 5'10""
Lean (75kg)",1238,420,2007,88,85,29,LM,91,79,76
